id,contrat_id,client_id,date_emission,date_echeance,montant_brut,montant_net,statut,date_encaissement
PRM01258,POL0093,CLT024,2025-11-18,2025-12-18,1128,1072,encaissée,2025-11-26
PRM01259,POL0093,CLT024,2025-12-18,2026-01-18,1128,1072,encaissée,2025-12-28
PRM01260,POL0093,CLT024,2026-01-18,2026-02-18,1128,1072,encaissée,2026-01-22
PRM01261,POL0093,CLT024,2026-02-18,2026-03-18,1128,1072,encaissée,2026-03-02
PRM01262,POL0093,CLT024,2026-03-18,2026-04-18,1128,1072,encaissée,2026-03-25
PRM01263,POL0093,CLT024,2026-04-18,2026-05-18,1128,1072,encaissée,2026-04-26
PRM01264,POL0094,CLT024,2025-09-09,2025-10-09,864,821,encaissée,2025-09-11
PRM01265,POL0094,CLT024,2025-10-09,2025-11-09,864,821,encaissée,2025-10-10
PRM01266,POL0094,CLT024,2025-11-09,2025-12-09,864,821,encaissée,2025-11-22
PRM01267,POL0094,CLT024,2025-12-09,2026-01-09,864,821,encaissée,2025-12-22
PRM01268,POL0094,CLT024,2026-01-09,2026-02-09,864,821,encaissée,2026-01-11
PRM01269,POL0094,CLT024,2026-02-09,2026-03-09,864,821,encaissée,2026-02-19
PRM01270,POL0094,CLT024,2026-03-09,2026-04-09,864,821,encaissée,2026-03-13
PRM01271,POL0094,CLT024,2026-04-09,2026-05-09,864,821,encaissée,2026-04-14
PRM01272,POL0095,CLT024,2025-03-17,2025-04-17,2001,1901,encaissée,2025-03-30
PRM01273,POL0095,CLT024,2025-04-17,2025-05-17,2001,1901,encaissée,2025-04-29
PRM01274,POL0095,CLT024,2025-05-17,2025-06-17,2001,1901,encaissée,2025-05-22
PRM01275,POL0095,CLT024,2025-06-17,2025-07-17,2001,1901,encaissée,2025-06-18
PRM01276,POL0095,CLT024,2025-07-17,2025-08-17,2001,1901,encaissée,2025-08-01
PRM01277,POL0095,CLT024,2025-08-17,2025-09-17,2001,1901,encaissée,2025-08-21
PRM01278,POL0095,CLT024,2025-09-17,2025-10-17,2001,1901,encaissée,2025-09-20
PRM01279,POL0095,CLT024,2025-10-17,2025-11-17,2001,1901,encaissée,2025-10-22
PRM01280,POL0095,CLT024,2025-11-17,2025-12-17,2001,1901,encaissée,2025-12-02
PRM01281,POL0095,CLT024,2025-12-17,2026-01-17,2001,1901,encaissée,2025-12-27
PRM01282,POL0095,CLT024,2026-01-17,2026-02-17,2001,1901,encaissée,2026-01-28
PRM01283,POL0095,CLT024,2026-02-17,2026-03-17,2001,1901,encaissée,2026-02-27
PRM01284,POL0095,CLT024,2026-03-17,2026-04-17,2001,1901,encaissée,2026-03-27
PRM01285,POL0095,CLT024,2026-04-17,2026-05-17,2001,1901,encaissée,2026-04-30
PRM01286,POL0096,CLT025,2024-09-15,2024-10-15,1198,1138,encaissée,2024-09-25
PRM01287,POL0096,CLT025,2024-10-15,2024-11-15,1198,1138,encaissée,2024-10-30
PRM01288,POL0096,CLT025,2024-11-15,2024-12-15,1198,1138,encaissée,2024-11-18
PRM01289,POL0096,CLT025,2024-12-15,2025-01-15,1198,1138,encaissée,2024-12-28
PRM01290,POL0096,CLT025,2025-01-15,2025-02-15,1198,1138,encaissée,2025-01-28
PRM01291,POL0096,CLT025,2025-02-15,2025-03-15,1198,1138,encaissée,2025-02-24
PRM01292,POL0096,CLT025,2025-03-15,2025-04-15,1198,1138,encaissée,2025-03-30
PRM01293,POL0096,CLT025,2025-04-15,2025-05-15,1198,1138,encaissée,2025-04-27
PRM01294,POL0096,CLT025,2025-05-15,2025-06-15,1198,1138,encaissée,2025-05-29
PRM01295,POL0096,CLT025,2025-06-15,2025-07-15,1198,1138,encaissée,2025-06-19
PRM01296,POL0096,CLT025,2025-07-15,2025-08-15,1198,1138,encaissée,2025-07-20
PRM01297,POL0096,CLT025,2025-08-15,2025-09-15,1198,1138,encaissée,2025-08-19
PRM01298,POL0096,CLT025,2025-09-15,2025-10-15,1198,1138,encaissée,2025-09-16
PRM01299,POL0096,CLT025,2025-10-15,2025-11-15,1198,1138,encaissée,2025-10-19
PRM01300,POL0096,CLT025,2025-11-15,2025-12-15,1198,1138,encaissée,2025-11-29
PRM01301,POL0096,CLT025,2025-12-15,2026-01-15,1198,1138,encaissée,2025-12-20
PRM01302,POL0096,CLT025,2026-01-15,2026-02-15,1198,1138,encaissée,2026-01-25
PRM01303,POL0096,CLT025,2026-02-15,2026-03-15,1198,1138,encaissée,2026-03-02
PRM01304,POL0096,CLT025,2026-03-15,2026-04-15,1198,1138,encaissée,2026-03-18
PRM01305,POL0096,CLT025,2026-04-15,2026-05-15,1198,1138,encaissée,2026-04-20
PRM01306,POL0097,CLT025,2025-05-23,2025-06-23,1205,1145,encaissée,2025-05-25
PRM01307,POL0097,CLT025,2025-06-23,2025-07-23,1205,1145,encaissée,2025-07-02
PRM01308,POL0097,CLT025,2025-07-23,2025-08-23,1205,1145,encaissée,2025-07-29
PRM01309,POL0097,CLT025,2025-08-23,2025-09-23,1205,1145,encaissée,2025-09-03
PRM01310,POL0097,CLT025,2025-09-23,2025-10-23,1205,1145,encaissée,2025-10-02
PRM01311,POL0097,CLT025,2025-10-23,2025-11-23,1205,1145,encaissée,2025-10-26
PRM01312,POL0097,CLT025,2025-11-23,2025-12-23,1205,1145,encaissée,2025-12-02
PRM01313,POL0097,CLT025,2025-12-23,2026-01-23,1205,1145,encaissée,2025-12-24
PRM01314,POL0097,CLT025,2026-01-23,2026-02-23,1205,1145,encaissée,2026-01-30
PRM01315,POL0097,CLT025,2026-02-23,2026-03-23,1205,1145,encaissée,2026-02-25
PRM01316,POL0097,CLT025,2026-03-23,2026-04-23,1205,1145,encaissée,2026-03-31
PRM01317,POL0097,CLT025,2026-04-23,2026-05-23,1205,1145,encaissée,2026-05-01
PRM01318,POL0098,CLT025,2024-05-28,2024-06-28,1997,1897,encaissée,2024-06-04
PRM01319,POL0098,CLT025,2024-06-28,2024-07-28,1997,1897,encaissée,2024-07-01
PRM01320,POL0098,CLT025,2024-07-28,2024-08-28,1997,1897,encaissée,2024-08-07
PRM01321,POL0098,CLT025,2024-08-28,2024-09-28,1997,1897,encaissée,2024-08-31
PRM01322,POL0098,CLT025,2024-09-28,2024-10-28,1997,1897,encaissée,2024-10-08
PRM01323,POL0098,CLT025,2024-10-28,2024-11-28,1997,1897,encaissée,2024-11-05
PRM01324,POL0098,CLT025,2024-11-28,2024-12-28,1997,1897,encaissée,2024-12-07
PRM01325,POL0098,CLT025,2024-12-28,2025-01-28,1997,1897,encaissée,2025-01-02
PRM01326,POL0098,CLT025,2025-01-28,2025-02-28,1997,1897,encaissée,2025-01-31
PRM01327,POL0098,CLT025,2025-02-28,2025-03-28,1997,1897,encaissée,2025-03-06
PRM01328,POL0098,CLT025,2025-03-28,2025-04-28,1997,1897,encaissée,2025-04-02
PRM01329,POL0098,CLT025,2025-04-28,2025-05-28,1997,1897,encaissée,2025-04-30
PRM01330,POL0098,CLT025,2025-05-28,2025-06-28,1997,1897,encaissée,2025-06-08
PRM01331,POL0098,CLT025,2025-06-28,2025-07-28,1997,1897,encaissée,2025-06-29
PRM01332,POL0098,CLT025,2025-07-28,2025-08-28,1997,1897,encaissée,2025-07-30
PRM01333,POL0098,CLT025,2025-08-28,2025-09-28,1997,1897,encaissée,2025-08-30
PRM01334,POL0098,CLT025,2025-09-28,2025-10-28,1997,1897,encaissée,2025-10-05
PRM01335,POL0098,CLT025,2025-10-28,2025-11-28,1997,1897,encaissée,2025-11-01
PRM01336,POL0098,CLT025,2025-11-28,2025-12-28,1997,1897,encaissée,2025-12-11
PRM01337,POL0098,CLT025,2025-12-28,2026-01-28,1997,1897,encaissée,2026-01-07
PRM01338,POL0098,CLT025,2026-01-28,2026-02-28,1997,1897,encaissée,2026-02-12
PRM01339,POL0098,CLT025,2026-02-28,2026-03-28,1997,1897,encaissée,2026-03-03
PRM01340,POL0098,CLT025,2026-03-28,2026-04-28,1997,1897,annulée,
PRM01341,POL0098,CLT025,2026-04-28,2026-05-28,1997,1897,encaissée,2026-05-05
PRM01342,POL0099,CLT025,2025-01-01,2025-02-01,2079,1975,encaissée,2025-01-16
PRM01343,POL0099,CLT025,2025-02-01,2025-03-01,2079,1975,encaissée,2025-02-06
PRM01344,POL0099,CLT025,2025-03-01,2025-04-01,2079,1975,encaissée,2025-03-16
PRM01345,POL0099,CLT025,2025-04-01,2025-05-01,2079,1975,encaissée,2025-04-11
PRM01346,POL0099,CLT025,2025-05-01,2025-06-01,2079,1975,encaissée,2025-05-08
PRM01347,POL0099,CLT025,2025-06-01,2025-07-01,2079,1975,encaissée,2025-06-13
PRM01348,POL0099,CLT025,2025-07-01,2025-08-01,2079,1975,encaissée,2025-07-15
PRM01349,POL0099,CLT025,2025-08-01,2025-09-01,2079,1975,encaissée,2025-08-14
PRM01350,POL0099,CLT025,2025-09-01,2025-10-01,2079,1975,encaissée,2025-09-09
PRM01351,POL0099,CLT025,2025-10-01,2025-11-01,2079,1975,encaissée,2025-10-12
PRM01352,POL0099,CLT025,2025-11-01,2025-12-01,2079,1975,encaissée,2025-11-09
PRM01353,POL0099,CLT025,2025-12-01,2026-01-01,2079,1975,encaissée,2025-12-08
PRM01354,POL0099,CLT025,2026-01-01,2026-02-01,2079,1975,encaissée,2026-01-11
PRM01355,POL0099,CLT025,2026-02-01,2026-03-01,2079,1975,encaissée,2026-02-13
PRM01356,POL0099,CLT025,2026-03-01,2026-04-01,2079,1975,encaissée,2026-03-05
PRM01357,POL0099,CLT025,2026-04-01,2026-05-01,2079,1975,encaissée,2026-04-04
PRM01358,POL0099,CLT025,2026-05-01,2026-06-01,2079,1975,encaissée,2026-05-10
PRM01359,POL0100,CLT025,2026-02-04,2026-03-04,1714,1628,encaissée,2026-02-14
PRM01360,POL0100,CLT025,2026-03-04,2026-04-04,1714,1628,encaissée,2026-03-15
PRM01361,POL0100,CLT025,2026-04-04,2026-05-04,1714,1628,encaissée,2026-04-15
PRM01362,POL0101,CLT025,2026-02-25,2026-03-25,890,846,encaissée,2026-02-27
PRM01363,POL0101,CLT025,2026-03-25,2026-04-25,890,846,encaissée,2026-04-04
PRM01364,POL0101,CLT025,2026-04-25,2026-05-25,890,846,encaissée,2026-04-30
PRM01365,POL0102,CLT026,2026-03-09,2026-04-09,800,760,encaissée,2026-03-10
PRM01366,POL0102,CLT026,2026-04-09,2026-05-09,800,760,encaissée,2026-04-24
PRM01367,POL0103,CLT026,2024-08-14,2024-09-14,1961,1863,encaissée,2024-08-28
PRM01368,POL0103,CLT026,2024-09-14,2024-10-14,1961,1863,encaissée,2024-09-15
PRM01369,POL0103,CLT026,2024-10-14,2024-11-14,1961,1863,encaissée,2024-10-24
PRM01370,POL0103,CLT026,2024-11-14,2024-12-14,1961,1863,encaissée,2024-11-27
PRM01371,POL0103,CLT026,2024-12-14,2025-01-14,1961,1863,encaissée,2024-12-20
PRM01372,POL0103,CLT026,2025-01-14,2025-02-14,1961,1863,encaissée,2025-01-21
PRM01373,POL0103,CLT026,2025-02-14,2025-03-14,1961,1863,encaissée,2025-02-21
PRM01374,POL0103,CLT026,2025-03-14,2025-04-14,1961,1863,encaissée,2025-03-20
PRM01375,POL0103,CLT026,2025-04-14,2025-05-14,1961,1863,encaissée,2025-04-28
PRM01376,POL0103,CLT026,2025-05-14,2025-06-14,1961,1863,encaissée,2025-05-16
PRM01377,POL0103,CLT026,2025-06-14,2025-07-14,1961,1863,encaissée,2025-06-15
PRM01378,POL0103,CLT026,2025-07-14,2025-08-14,1961,1863,encaissée,2025-07-15
PRM01379,POL0103,CLT026,2025-08-14,2025-09-14,1961,1863,encaissée,2025-08-22
PRM01380,POL0103,CLT026,2025-09-14,2025-10-14,1961,1863,encaissée,2025-09-16
PRM01381,POL0103,CLT026,2025-10-14,2025-11-14,1961,1863,encaissée,2025-10-22
PRM01382,POL0103,CLT026,2025-11-14,2025-12-14,1961,1863,encaissée,2025-11-25
PRM01383,POL0103,CLT026,2025-12-14,2026-01-14,1961,1863,encaissée,2025-12-27
PRM01384,POL0103,CLT026,2026-01-14,2026-02-14,1961,1863,encaissée,2026-01-27
PRM01385,POL0103,CLT026,2026-02-14,2026-03-14,1961,1863,encaissée,2026-02-26
PRM01386,POL0103,CLT026,2026-03-14,2026-04-14,1961,1863,encaissée,2026-03-17
PRM01387,POL0103,CLT026,2026-04-14,2026-05-14,1961,1863,encaissée,2026-04-23
PRM01388,POL0104,CLT027,2024-12-12,2025-01-12,1145,1088,encaissée,2024-12-27
PRM01389,POL0104,CLT027,2025-01-12,2025-02-12,1145,1088,encaissée,2025-01-25
PRM01390,POL0104,CLT027,2025-02-12,2025-03-12,1145,1088,encaissée,2025-02-19
PRM01391,POL0104,CLT027,2025-03-12,2025-04-12,1145,1088,encaissée,2025-03-20
PRM01392,POL0104,CLT027,2025-04-12,2025-05-12,1145,1088,encaissée,2025-04-21
PRM01393,POL0104,CLT027,2025-05-12,2025-06-12,1145,1088,encaissée,2025-05-13
PRM01394,POL0104,CLT027,2025-06-12,2025-07-12,1145,1088,encaissée,2025-06-23
PRM01395,POL0104,CLT027,2025-07-12,2025-08-12,1145,1088,encaissée,2025-07-22
PRM01396,POL0104,CLT027,2025-08-12,2025-09-12,1145,1088,encaissée,2025-08-22
PRM01397,POL0104,CLT027,2025-09-12,2025-10-12,1145,1088,encaissée,2025-09-16
PRM01398,POL0104,CLT027,2025-10-12,2025-11-12,1145,1088,encaissée,2025-10-25
PRM01399,POL0104,CLT027,2025-11-12,2025-12-12,1145,1088,encaissée,2025-11-27
PRM01400,POL0104,CLT027,2025-12-12,2026-01-12,1145,1088,encaissée,2025-12-22
PRM01401,POL0104,CLT027,2026-01-12,2026-02-12,1145,1088,encaissée,2026-01-14
PRM01402,POL0104,CLT027,2026-02-12,2026-03-12,1145,1088,encaissée,2026-02-22
PRM01403,POL0104,CLT027,2026-03-12,2026-04-12,1145,1088,encaissée,2026-03-16
PRM01404,POL0104,CLT027,2026-04-12,2026-05-12,1145,1088,encaissée,2026-04-18
PRM01405,POL0105,CLT027,2024-05-17,2024-06-17,1087,1033,encaissée,2024-05-26
PRM01406,POL0105,CLT027,2024-06-17,2024-07-17,1087,1033,encaissée,2024-06-29
PRM01407,POL0105,CLT027,2024-07-17,2024-08-17,1087,1033,encaissée,2024-07-27
PRM01408,POL0105,CLT027,2024-08-17,2024-09-17,1087,1033,encaissée,2024-08-25
PRM01409,POL0105,CLT027,2024-09-17,2024-10-17,1087,1033,encaissée,2024-09-25
PRM01410,POL0105,CLT027,2024-10-17,2024-11-17,1087,1033,encaissée,2024-10-25
PRM01411,POL0105,CLT027,2024-11-17,2024-12-17,1087,1033,encaissée,2024-11-28
PRM01412,POL0105,CLT027,2024-12-17,2025-01-17,1087,1033,encaissée,2024-12-21
PRM01413,POL0105,CLT027,2025-01-17,2025-02-17,1087,1033,encaissée,2025-01-21
PRM01414,POL0105,CLT027,2025-02-17,2025-03-17,1087,1033,encaissée,2025-02-22
PRM01415,POL0105,CLT027,2025-03-17,2025-04-17,1087,1033,encaissée,2025-03-24
PRM01416,POL0105,CLT027,2025-04-17,2025-05-17,1087,1033,encaissée,2025-05-02
PRM01417,POL0105,CLT027,2025-05-17,2025-06-17,1087,1033,encaissée,2025-05-20
PRM01418,POL0105,CLT027,2025-06-17,2025-07-17,1087,1033,encaissée,2025-06-18
PRM01419,POL0105,CLT027,2025-07-17,2025-08-17,1087,1033,encaissée,2025-07-22
PRM01420,POL0105,CLT027,2025-08-17,2025-09-17,1087,1033,encaissée,2025-08-20
PRM01421,POL0105,CLT027,2025-09-17,2025-10-17,1087,1033,encaissée,2025-09-30
PRM01422,POL0105,CLT027,2025-10-17,2025-11-17,1087,1033,encaissée,2025-10-18
PRM01423,POL0105,CLT027,2025-11-17,2025-12-17,1087,1033,encaissée,2025-11-22
PRM01424,POL0105,CLT027,2025-12-17,2026-01-17,1087,1033,encaissée,2025-12-25
PRM01425,POL0105,CLT027,2026-01-17,2026-02-17,1087,1033,encaissée,2026-01-20
PRM01426,POL0105,CLT027,2026-02-17,2026-03-17,1087,1033,encaissée,2026-02-18
PRM01427,POL0105,CLT027,2026-03-17,2026-04-17,1087,1033,encaissée,2026-03-20
PRM01428,POL0105,CLT027,2026-04-17,2026-05-17,1087,1033,annulée,
PRM01429,POL0106,CLT028,2024-12-15,2025-01-15,376,357,encaissée,2024-12-17
PRM01430,POL0106,CLT028,2025-01-15,2025-02-15,376,357,encaissée,2025-01-19
PRM01431,POL0106,CLT028,2025-02-15,2025-03-15,376,357,encaissée,2025-02-18
PRM01432,POL0106,CLT028,2025-03-15,2025-04-15,376,357,encaissée,2025-03-19
PRM01433,POL0106,CLT028,2025-04-15,2025-05-15,376,357,encaissée,2025-04-26
PRM01434,POL0106,CLT028,2025-05-15,2025-06-15,376,357,encaissée,2025-05-25
PRM01435,POL0106,CLT028,2025-06-15,2025-07-15,376,357,encaissée,2025-06-23
PRM01436,POL0106,CLT028,2025-07-15,2025-08-15,376,357,encaissée,2025-07-23
PRM01437,POL0106,CLT028,2025-08-15,2025-09-15,376,357,encaissée,2025-08-18
PRM01438,POL0106,CLT028,2025-09-15,2025-10-15,376,357,encaissée,2025-09-27
PRM01439,POL0106,CLT028,2025-10-15,2025-11-15,376,357,encaissée,2025-10-25
PRM01440,POL0106,CLT028,2025-11-15,2025-12-15,376,357,encaissée,2025-11-30
PRM01441,POL0106,CLT028,2025-12-15,2026-01-15,376,357,encaissée,2025-12-20
PRM01442,POL0106,CLT028,2026-01-15,2026-02-15,376,357,encaissée,2026-01-18
PRM01443,POL0106,CLT028,2026-02-15,2026-03-15,376,357,encaissée,2026-03-01
PRM01444,POL0106,CLT028,2026-03-15,2026-04-15,376,357,encaissée,2026-03-25
PRM01445,POL0106,CLT028,2026-04-15,2026-05-15,376,357,encaissée,2026-04-26
PRM01446,POL0107,CLT028,2025-04-25,2025-05-25,1972,1873,encaissée,2025-05-08
PRM01447,POL0107,CLT028,2025-05-25,2025-06-25,1972,1873,encaissée,2025-05-27
PRM01448,POL0107,CLT028,2025-06-25,2025-07-25,1972,1873,encaissée,2025-07-10
PRM01449,POL0107,CLT028,2025-07-25,2025-08-25,1972,1873,encaissée,2025-07-30
PRM01450,POL0107,CLT028,2025-08-25,2025-09-25,1972,1873,encaissée,2025-09-09
PRM01451,POL0107,CLT028,2025-09-25,2025-10-25,1972,1873,encaissée,2025-10-07
PRM01452,POL0107,CLT028,2025-10-25,2025-11-25,1972,1873,encaissée,2025-10-27
PRM01453,POL0107,CLT028,2025-11-25,2025-12-25,1972,1873,encaissée,2025-12-07
PRM01454,POL0107,CLT028,2025-12-25,2026-01-25,1972,1873,encaissée,2025-12-26
PRM01455,POL0107,CLT028,2026-01-25,2026-02-25,1972,1873,encaissée,2026-01-31
PRM01456,POL0107,CLT028,2026-02-25,2026-03-25,1972,1873,encaissée,2026-02-26
PRM01457,POL0107,CLT028,2026-03-25,2026-04-25,1972,1873,encaissée,2026-04-04
PRM01458,POL0107,CLT028,2026-04-25,2026-05-25,1972,1873,encaissée,2026-04-26
PRM01459,POL0108,CLT028,2025-05-27,2025-06-27,723,687,encaissée,2025-05-31
PRM01460,POL0108,CLT028,2025-06-27,2025-07-27,723,687,encaissée,2025-06-29
PRM01461,POL0108,CLT028,2025-07-27,2025-08-27,723,687,encaissée,2025-08-08
PRM01462,POL0108,CLT028,2025-08-27,2025-09-27,723,687,encaissée,2025-09-05
PRM01463,POL0108,CLT028,2025-09-27,2025-10-27,723,687,encaissée,2025-10-12
PRM01464,POL0108,CLT028,2025-10-27,2025-11-27,723,687,encaissée,2025-11-06
PRM01465,POL0108,CLT028,2025-11-27,2025-12-27,723,687,encaissée,2025-12-04
PRM01466,POL0108,CLT028,2025-12-27,2026-01-27,723,687,encaissée,2026-01-10
PRM01467,POL0108,CLT028,2026-01-27,2026-02-27,723,687,encaissée,2026-02-02
PRM01468,POL0108,CLT028,2026-02-27,2026-03-27,723,687,encaissée,2026-03-05
PRM01469,POL0108,CLT028,2026-03-27,2026-04-27,723,687,encaissée,2026-04-09
PRM01470,POL0108,CLT028,2026-04-27,2026-05-27,723,687,encaissée,2026-04-29
PRM01471,POL0109,CLT028,2024-08-06,2024-09-06,712,676,encaissée,2024-08-16
PRM01472,POL0109,CLT028,2024-09-06,2024-10-06,712,676,encaissée,2024-09-21
PRM01473,POL0109,CLT028,2024-10-06,2024-11-06,712,676,encaissée,2024-10-21
PRM01474,POL0109,CLT028,2024-11-06,2024-12-06,712,676,encaissée,2024-11-12
PRM01475,POL0109,CLT028,2024-12-06,2025-01-06,712,676,encaissée,2024-12-20
PRM01476,POL0109,CLT028,2025-01-06,2025-02-06,712,676,encaissée,2025-01-11
PRM01477,POL0109,CLT028,2025-02-06,2025-03-06,712,676,encaissée,2025-02-10
PRM01478,POL0109,CLT028,2025-03-06,2025-04-06,712,676,encaissée,2025-03-10
PRM01479,POL0109,CLT028,2025-04-06,2025-05-06,712,676,encaissée,2025-04-07
PRM01480,POL0109,CLT028,2025-05-06,2025-06-06,712,676,encaissée,2025-05-21
PRM01481,POL0109,CLT028,2025-06-06,2025-07-06,712,676,encaissée,2025-06-12
PRM01482,POL0109,CLT028,2025-07-06,2025-08-06,712,676,encaissée,2025-07-19
PRM01483,POL0109,CLT028,2025-08-06,2025-09-06,712,676,encaissée,2025-08-08
PRM01484,POL0109,CLT028,2025-09-06,2025-10-06,712,676,encaissée,2025-09-08
PRM01485,POL0109,CLT028,2025-10-06,2025-11-06,712,676,encaissée,2025-10-08
PRM01486,POL0109,CLT028,2025-11-06,2025-12-06,712,676,encaissée,2025-11-08
PRM01487,POL0109,CLT028,2025-12-06,2026-01-06,712,676,encaissée,2025-12-08
PRM01488,POL0109,CLT028,2026-01-06,2026-02-06,712,676,encaissée,2026-01-11
PRM01489,POL0109,CLT028,2026-02-06,2026-03-06,712,676,encaissée,2026-02-11
PRM01490,POL0109,CLT028,2026-03-06,2026-04-06,712,676,encaissée,2026-03-17
PRM01491,POL0109,CLT028,2026-04-06,2026-05-06,712,676,encaissée,2026-04-19
PRM01492,POL0110,CLT028,2025-07-08,2025-08-08,1413,1342,encaissée,2025-07-18
PRM01493,POL0110,CLT028,2025-08-08,2025-09-08,1413,1342,encaissée,2025-08-13
PRM01494,POL0110,CLT028,2025-09-08,2025-10-08,1413,1342,encaissée,2025-09-12
PRM01495,POL0110,CLT028,2025-10-08,2025-11-08,1413,1342,encaissée,2025-10-18
PRM01496,POL0110,CLT028,2025-11-08,2025-12-08,1413,1342,encaissée,2025-11-17
PRM01497,POL0110,CLT028,2025-12-08,2026-01-08,1413,1342,encaissée,2025-12-17
PRM01498,POL0110,CLT028,2026-01-08,2026-02-08,1413,1342,encaissée,2026-01-23
PRM01499,POL0110,CLT028,2026-02-08,2026-03-08,1413,1342,encaissée,2026-02-12
PRM01500,POL0110,CLT028,2026-03-08,2026-04-08,1413,1342,encaissée,2026-03-22
PRM01501,POL0110,CLT028,2026-04-08,2026-05-08,1413,1342,encaissée,2026-04-21
PRM01502,POL0111,CLT029,2026-01-03,2026-02-03,691,656,encaissée,2026-01-04
PRM01503,POL0111,CLT029,2026-02-03,2026-03-03,691,656,encaissée,2026-02-07
PRM01504,POL0111,CLT029,2026-03-03,2026-04-03,691,656,encaissée,2026-03-16
PRM01505,POL0111,CLT029,2026-04-03,2026-05-03,691,656,encaissée,2026-04-13
PRM01506,POL0112,CLT029,2026-03-08,2026-04-08,1485,1411,encaissée,2026-03-14
PRM01507,POL0112,CLT029,2026-04-08,2026-05-08,1485,1411,encaissée,2026-04-15
PRM01508,POL0113,CLT030,2024-08-17,2024-09-17,1261,1198,encaissée,2024-08-25
PRM01509,POL0113,CLT030,2024-09-17,2024-10-17,1261,1198,encaissée,2024-09-26
PRM01510,POL0113,CLT030,2024-10-17,2024-11-17,1261,1198,encaissée,2024-10-28
PRM01511,POL0113,CLT030,2024-11-17,2024-12-17,1261,1198,encaissée,2024-11-21
PRM01512,POL0113,CLT030,2024-12-17,2025-01-17,1261,1198,encaissée,2024-12-22
PRM01513,POL0113,CLT030,2025-01-17,2025-02-17,1261,1198,encaissée,2025-02-01
PRM01514,POL0113,CLT030,2025-02-17,2025-03-17,1261,1198,encaissée,2025-02-25
PRM01515,POL0113,CLT030,2025-03-17,2025-04-17,1261,1198,encaissée,2025-03-22
PRM01516,POL0113,CLT030,2025-04-17,2025-05-17,1261,1198,encaissée,2025-04-27
PRM01517,POL0113,CLT030,2025-05-17,2025-06-17,1261,1198,encaissée,2025-05-25
PRM01518,POL0113,CLT030,2025-06-17,2025-07-17,1261,1198,encaissée,2025-06-28
PRM01519,POL0113,CLT030,2025-07-17,2025-08-17,1261,1198,encaissée,2025-07-23
PRM01520,POL0113,CLT030,2025-08-17,2025-09-17,1261,1198,encaissée,2025-08-22
PRM01521,POL0113,CLT030,2025-09-17,2025-10-17,1261,1198,encaissée,2025-09-28
PRM01522,POL0113,CLT030,2025-10-17,2025-11-17,1261,1198,encaissée,2025-11-01
PRM01523,POL0113,CLT030,2025-11-17,2025-12-17,1261,1198,encaissée,2025-11-30
PRM01524,POL0113,CLT030,2025-12-17,2026-01-17,1261,1198,encaissée,2025-12-24
PRM01525,POL0113,CLT030,2026-01-17,2026-02-17,1261,1198,encaissée,2026-02-01
PRM01526,POL0113,CLT030,2026-02-17,2026-03-17,1261,1198,encaissée,2026-02-18
PRM01527,POL0113,CLT030,2026-03-17,2026-04-17,1261,1198,encaissée,2026-03-30
PRM01528,POL0113,CLT030,2026-04-17,2026-05-17,1261,1198,encaissée,2026-04-20
PRM01529,POL0114,CLT030,2025-06-12,2025-07-12,708,673,encaissée,2025-06-27
PRM01530,POL0114,CLT030,2025-07-12,2025-08-12,708,673,encaissée,2025-07-27
PRM01531,POL0114,CLT030,2025-08-12,2025-09-12,708,673,encaissée,2025-08-13
PRM01532,POL0114,CLT030,2025-09-12,2025-10-12,708,673,encaissée,2025-09-20
PRM01533,POL0114,CLT030,2025-10-12,2025-11-12,708,673,encaissée,2025-10-16
PRM01534,POL0114,CLT030,2025-11-12,2025-12-12,708,673,encaissée,2025-11-14
PRM01535,POL0114,CLT030,2025-12-12,2026-01-12,708,673,encaissée,2025-12-27
PRM01536,POL0114,CLT030,2026-01-12,2026-02-12,708,673,encaissée,2026-01-21
PRM01537,POL0114,CLT030,2026-02-12,2026-03-12,708,673,encaissée,2026-02-19
PRM01538,POL0114,CLT030,2026-03-12,2026-04-12,708,673,encaissée,2026-03-21
PRM01539,POL0114,CLT030,2026-04-12,2026-05-12,708,673,encaissée,2026-04-17
PRM01540,POL0115,CLT031,2024-08-08,2024-09-08,556,528,encaissée,2024-08-22
PRM01541,POL0115,CLT031,2024-09-08,2024-10-08,556,528,encaissée,2024-09-22
PRM01542,POL0115,CLT031,2024-10-08,2024-11-08,556,528,encaissée,2024-10-20
PRM01543,POL0115,CLT031,2024-11-08,2024-12-08,556,528,encaissée,2024-11-23
PRM01544,POL0115,CLT031,2024-12-08,2025-01-08,556,528,encaissée,2024-12-17
PRM01545,POL0115,CLT031,2025-01-08,2025-02-08,556,528,encaissée,2025-01-20
PRM01546,POL0115,CLT031,2025-02-08,2025-03-08,556,528,encaissée,2025-02-10
PRM01547,POL0115,CLT031,2025-03-08,2025-04-08,556,528,encaissée,2025-03-10
PRM01548,POL0115,CLT031,2025-04-08,2025-05-08,556,528,encaissée,2025-04-21
PRM01549,POL0115,CLT031,2025-05-08,2025-06-08,556,528,encaissée,2025-05-13
PRM01550,POL0115,CLT031,2025-06-08,2025-07-08,556,528,encaissée,2025-06-23
PRM01551,POL0115,CLT031,2025-07-08,2025-08-08,556,528,encaissée,2025-07-17
